"accession","reference_length","covered_bases","reads_aligned","mean_coverage","RPKMF","sequence_name","taxid","kingdom","phylum","class","order","family","genus","species","subspecies","strain","sample_ID","total_filtered_reads_in_sample"
"EU735539.1",9105,1184,272,4.523283,2.95296,"HIV-1 isolate 05BRRJ200 from Brazil, complete genome",11676,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Lentivirus","Human immunodeficiency virus 1","unclassified Human immunodeficiency virus 1 subspecies/strain","unclassified Human immunodeficiency virus 1 strain","NGS_1T",10116512
"FJ213783.1",8935,393,3,0.061809905,0.0331891,"HIV-1 isolate UY03_3389 from Uruguay, complete genome",11676,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Lentivirus","Human immunodeficiency virus 1","unclassified Human immunodeficiency virus 1 subspecies/strain","unclassified Human immunodeficiency virus 1 strain","NGS_1T",10116512
"FJ670529.1",8997,429,5,0.07968803,0.054934,"HIV-1 isolate X2457-2 from Spain, complete genome",11676,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Lentivirus","Human immunodeficiency virus 1","unclassified Human immunodeficiency virus 1 subspecies/strain","unclassified Human immunodeficiency virus 1 strain","NGS_1T",10116512
"JN029803.1",8819,504,199,3.4561079,2.2305,"HIV-1 isolate 11SG.HM091 from Singapore gag protein (gag) and pol protein (pol) genes, partial cds; and vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds",11676,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Lentivirus","Human immunodeficiency virus 1","unclassified Human immunodeficiency virus 1 subspecies/strain","unclassified Human immunodeficiency virus 1 strain","NGS_1T",10116512
"K03454.1",9176,1334,54,0.7602482,0.581714,"Human immunodeficiency virus type 1, isolate ELI, complete genome",11676,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Lentivirus","Human immunodeficiency virus 1","unclassified Human immunodeficiency virus 1 subspecies/strain","unclassified Human immunodeficiency virus 1 strain","NGS_1T",10116512
"KJ671533.1",9075,1016,133,2.0416806,1.44869,"HIV-1 isolate 10BR_MG003 from Brazil, partial genome",11676,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Lentivirus","Human immunodeficiency virus 1","unclassified Human immunodeficiency virus 1 subspecies/strain","unclassified Human immunodeficiency virus 1 strain","NGS_1T",10116512
"KJ849758.1",8524,672,213,3.9011226,2.47005,"HIV-1 isolate 10BR_PE004 from Brazil gag protein (gag), pol protein (pol), vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), and envelope glycoprotein (env) genes, complete cds; and nef protein (nef) gene, partial cds",11676,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Lentivirus","Human immunodeficiency virus 1","unclassified Human immunodeficiency virus 1 subspecies/strain","unclassified Human immunodeficiency virus 1 strain","NGS_1T",10116512
"KJ849759.1",9236,700,140,1.7565485,1.49835,"HIV-1 isolate 10BR_PE008 from Brazil gag protein (gag), pol protein (pol), vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds",11676,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Lentivirus","Human immunodeficiency virus 1","unclassified Human immunodeficiency virus 1 subspecies/strain","unclassified Human immunodeficiency virus 1 strain","NGS_1T",10116512
"KJ849760.1",8314,107,7,0.091744244,0.0832257,"HIV-1 isolate 10BR_PE009 from Brazil gag protein (gag), pol protein (pol), vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), and envelope glycoprotein (env) genes, complete cds; and nef protein (nef) gene, partial cds",11676,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Lentivirus","Human immunodeficiency virus 1","unclassified Human immunodeficiency virus 1 subspecies/strain","unclassified Human immunodeficiency virus 1 strain","NGS_1T",10116512
"KJ849761.1",9064,275,886,9.02984,9.66236,"HIV-1 isolate 10BR_PE016 from Brazil gag protein (gag), pol protein (pol), vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds",11676,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Lentivirus","Human immunodeficiency virus 1","unclassified Human immunodeficiency virus 1 subspecies/strain","unclassified Human immunodeficiency virus 1 strain","NGS_1T",10116512
"KJ849762.1",8541,346,3,0.05255631,0.0347202,"HIV-1 isolate 10BR_PE025 from Brazil gag protein (gag), pol protein (pol), vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), and envelope glycoprotein (env) genes, complete cds; and nef protein (nef) gene, partial cds",11676,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Lentivirus","Human immunodeficiency virus 1","unclassified Human immunodeficiency virus 1 subspecies/strain","unclassified Human immunodeficiency virus 1 strain","NGS_1T",10116512
"KJ849771.1",9104,364,63,1.0596381,0.684034,"HIV-1 isolate 10BR_PE071 from Brazil gag protein (gag), pol protein (pol), vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds",11676,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Lentivirus","Human immunodeficiency virus 1","unclassified Human immunodeficiency virus 1 subspecies/strain","unclassified Human immunodeficiency virus 1 strain","NGS_1T",10116512
"KJ849777.1",8526,488,363,6.0052533,4.20853,"HIV-1 isolate 10BR_PE090 from Brazil gag protein (gag), pol protein (pol), vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), and envelope glycoprotein (env) genes, complete cds; and nef protein (nef) gene, partial cds",11676,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Lentivirus","Human immunodeficiency virus 1","unclassified Human immunodeficiency virus 1 subspecies/strain","unclassified Human immunodeficiency virus 1 strain","NGS_1T",10116512
"KT427816.1",8968,478,326,5.480154,3.59328,"UNVERIFIED: HIV-1 isolate 10BR_SP026 from Brazil genomic sequence",11676,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Lentivirus","Human immunodeficiency virus 1","unclassified Human immunodeficiency virus 1 subspecies/strain","unclassified Human immunodeficiency virus 1 strain","NGS_1T",10116512
"KC797225.1",9221,1431,548,9.526182,5.87451,"HIV-1 isolate CHLSM2SI5082i0803101ppNFLG8 from Switzerland gag protein (gag) gene, complete cds; pol protein (pol) gene, partial cds; and vif protein (vif), vpr protein (vpr), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds",11676,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Lentivirus","Human immunodeficiency virus 1","unclassified Human immunodeficiency virus 1 subspecies/strain","unclassified Human immunodeficiency virus 1 strain","NGS_1T",10116512
"KP109511.1",8998,1276,34,0.6530289,0.37351,"HIV-1 isolate DEMB12CN006 from China gag protein (gag) gene, complete cds; pol protein (pol) gene, partial cds; and vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds",11676,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Lentivirus","Human immunodeficiency virus 1","unclassified Human immunodeficiency virus 1 subspecies/strain","unclassified Human immunodeficiency virus 1 strain","NGS_1T",10116512
"KR914676.1",8318,643,22,0.39544564,0.261441,"HIV-1 isolate 14CU005 from Cuba, partial genome",11676,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Lentivirus","Human immunodeficiency virus 1","unclassified Human immunodeficiency virus 1 subspecies/strain","unclassified Human immunodeficiency virus 1 strain","NGS_1T",10116512
"KT276255.1",8975,265,1,0.030028328,0.0110137,"HIV-1 isolate ARP1195 from Spain gag protein (gag) gene, complete cds; pol protein (pol) gene, partial cds; and vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds",11676,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Lentivirus","Human immunodeficiency virus 1","unclassified Human immunodeficiency virus 1 subspecies/strain","unclassified Human immunodeficiency virus 1 strain","NGS_1T",10116512
"EU839602.1",8398,1036,188,3.4184046,2.21285,"HIV-1 isolate 05HT.129389 from Haiti truncated gag protein (gag) and pol protein (pol) genes, partial cds; vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), and envelope glycoprotein (env) genes, complete cds; and nef protein (nef) gene, partial cds",11676,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Lentivirus","Human immunodeficiency virus 1","unclassified Human immunodeficiency virus 1 subspecies/strain","unclassified Human immunodeficiency virus 1 strain","NGS_1T",10116512
"KJ140263.2",9126,3313,1147,19.267157,12.4237,"HIV-1 isolate HP-18:07JHS10-3909 from South Korea, partial genome",11676,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Lentivirus","Human immunodeficiency virus 1","unclassified Human immunodeficiency virus 1 subspecies/strain","unclassified Human immunodeficiency virus 1 strain","NGS_1T",10116512
"KP109514.1",8931,1376,215,3.6753218,2.37962,"HIV-1 isolate DEMB10TH002 from Thailand gag protein (gag) gene, complete cds; pol protein (pol) gene, partial cds; and vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), vpu protein (vpu), envelope glycoprotein (env), and nef protein (nef) genes, complete cds",11676,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Lentivirus","Human immunodeficiency virus 1","unclassified Human immunodeficiency virus 1 subspecies/strain","unclassified Human immunodeficiency virus 1 strain","NGS_1T",10116512
"D00835.1",11443,258,2,0.07544497,0.0172766,"Human immunodeficiency virus 2 proviral DNA, complete genome",11709,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Lentivirus","Human immunodeficiency virus 2","unclassified Human immunodeficiency virus 2 subspecies/strain","unclassified Human immunodeficiency virus 2 strain","NGS_1T",10116512
"KU168274.1",9734,267,1,0.027858932,0.010155,"HIV-1 isolate LA20DuCl from Romania, complete genome",11676,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Lentivirus","Human immunodeficiency virus 1","unclassified Human immunodeficiency virus 1 subspecies/strain","unclassified Human immunodeficiency virus 1 strain","NGS_1T",10116512
"KU168280.1",9692,246,112,1.7420876,1.14228,"HIV-1 isolate LA26DiAn from Democratic Republic of the Congo, complete genome",11676,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Lentivirus","Human immunodeficiency virus 1","unclassified Human immunodeficiency virus 1 subspecies/strain","unclassified Human immunodeficiency virus 1 strain","NGS_1T",10116512
"EU170151.1",9126,2034,1466,24.529858,15.879,"HIV-1 isolate luBF_01.03 from Luxembourg, partial genome",11676,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Lentivirus","Human immunodeficiency virus 1","unclassified Human immunodeficiency virus 1 subspecies/strain","unclassified Human immunodeficiency virus 1 strain","NGS_1T",10116512
"KY628221.1",9026,863,320,5.3666067,3.50448,"HIV-1 isolate BRGO6043 from Brazil gag protein (gag) gene, complete cds; pol protein (pol) gene, partial cds; vif protein (vif), vpr protein (vpr), tat protein (tat), rev protein (rev), and vpu protein (vpu) genes, complete cds; envelope glycoprotein-like (env) gene, complete sequence; and nef protein (nef) gene, complete cds",11676,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Lentivirus","Human immunodeficiency virus 1","unclassified Human immunodeficiency virus 1 subspecies/strain","unclassified Human immunodeficiency virus 1 strain","NGS_1T",10116512
"MG012796.1",194711,67993,20301,22.244032,10.3061,"Vaccinia virus isolate CEyV2, complete genome",10245,"Viruses","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Orthopoxvirus","Vaccinia virus","unclassified Vaccinia virus subspecies/strain","unclassified Vaccinia virus strain","NGS_1T",10116512
"GQ329670.1",145289,182,0,0.1486575,0,"Pseudocowpox virus strain VR634, complete genome",129726,"Viruses","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Parapoxvirus","Pseudocowpox virus","unclassified Pseudocowpox virus subspecies/strain","unclassified Pseudocowpox virus strain","NGS_1T",10116512
"LT907991.1",12681,342,6,0.0687096,0.04677,"Bovine viral diarrhea virus 1 isolate VE_138cp_05 genome assembly, complete genome: monopartite",11099,"Viruses","Kitrinoviricota","Flasuviricetes","Amarillovirales","Flaviviridae","Pestivirus","Pestivirus A","Bovine viral diarrhea virus 1","Bovine viral diarrhea virus 1","NGS_1T",10116512
"MF351889.1",32399,231,0,0.09404943,0,"Morelia viridis nidovirus strain S14-1323_MVNV, complete genome",2016400,"Viruses","Pisuviricota","Pisoniviricetes","Nidovirales","Tobaniviridae","Pregotovirus","Pregotovirus heba","Morelia viridis nidovirus","Morelia viridis nidovirus","NGS_1T",10116512
"KX778615.1",2328,124,1,0.056932967,0.0424606,"Rotavirus A isolate Hu/DOM/2013840364/2013/G4P[6-8_R] VP4 (VP4) gene, complete cds",28875,"Viruses","Duplornaviricota","Resentoviricetes","Reovirales","Sedoreoviridae","Rotavirus","Rotavirus A","unclassified Rotavirus A subspecies/strain","unclassified Rotavirus A strain","NGS_1T",10116512
"KY055429.1",2585,292,2,0.12156057,0.0764784,"Rotavirus A strain RVA/Goat-wt/UGA/BUW-14-085/2014/G6P[1] VP3 (VP3) mRNA, complete cds",28875,"Viruses","Duplornaviricota","Resentoviricetes","Reovirales","Sedoreoviridae","Rotavirus","Rotavirus A","unclassified Rotavirus A subspecies/strain","unclassified Rotavirus A strain","NGS_1T",10116512
"GU827406.1",3302,150,1,0.047588833,0.0299359,"Rotavirus A strain RVA/Cat-wt/ITA/BA222/2005/G3P[9] VP1 gene, complete cds",28875,"Viruses","Duplornaviricota","Resentoviricetes","Reovirales","Sedoreoviridae","Rotavirus","Rotavirus A","unclassified Rotavirus A subspecies/strain","unclassified Rotavirus A strain","NGS_1T",10116512
"KT887535.1",1191,362,4,0.5725264,0.331984,"Rotavirus A strain RVA/alpaca-wt/PER/1115/2010/G8P[1] segment 6, partial sequence",28875,"Viruses","Duplornaviricota","Resentoviricetes","Reovirales","Sedoreoviridae","Rotavirus","Rotavirus A","unclassified Rotavirus A subspecies/strain","unclassified Rotavirus A strain","NGS_1T",10116512
"KX655509.1",2361,334,81,5.4880147,3.39124,"Rotavirus A strain RVA/Human-wt/UGA/MSK-13-048/2013/G9P[8] VP4 (VP4) mRNA, complete cds",28875,"Viruses","Duplornaviricota","Resentoviricetes","Reovirales","Sedoreoviridae","Rotavirus","Rotavirus A","unclassified Rotavirus A subspecies/strain","unclassified Rotavirus A strain","NGS_1T",10116512
"KC175185.1",1343,153,2,0.2514669,0.147205,"Rotavirus A strain RVA/Human-wt/IND/N198/2004/G10P[11] segment 6 inner capsid protein VP6 (VP6) gene, complete cds",28875,"Viruses","Duplornaviricota","Resentoviricetes","Reovirales","Sedoreoviridae","Rotavirus","Rotavirus A","unclassified Rotavirus A subspecies/strain","unclassified Rotavirus A strain","NGS_1T",10116512
"FJ347104.1",1356,150,3,0.37313432,0.218691,"Rotavirus A strain RVA/Guanaco-wt/ARG/Chubut/1999/G8P[14] VP6 gene, complete cds",28875,"Viruses","Duplornaviricota","Resentoviricetes","Reovirales","Sedoreoviridae","Rotavirus","Rotavirus A","unclassified Rotavirus A subspecies/strain","unclassified Rotavirus A strain","NGS_1T",10116512
"KU356637.1",1066,150,31,5.0578604,2.87458,"Human rotavirus A strain RVA/Human-wt/BGN/M310/2013/G2P[4] NSP3 gene, complete cds",10941,"Viruses","Duplornaviricota","Resentoviricetes","Reovirales","Sedoreoviridae","Rotavirus","Rotavirus A","Human rotavirus A","Human rotavirus A","NGS_1T",10116512
"KU356638.1",751,197,2,0.4808652,0.263244,"Human rotavirus A strain RVA/Human-wt/BGN/M310/2013/G2P[4] NSP4 gene, complete cds",10941,"Viruses","Duplornaviricota","Resentoviricetes","Reovirales","Sedoreoviridae","Rotavirus","Rotavirus A","Human rotavirus A","Human rotavirus A","NGS_1T",10116512
"MF184783.1",1014,135,1,0.11111111,0.0974835,"Rotavirus A strain RVA/Human-wt/USA/CNMC109/2011/G3P[6] segment 8 non-structural protein 2 (NSP2) gene, complete cds",28875,"Viruses","Duplornaviricota","Resentoviricetes","Reovirales","Sedoreoviridae","Rotavirus","Rotavirus A","unclassified Rotavirus A subspecies/strain","unclassified Rotavirus A strain","NGS_1T",10116512
"MG181659.1",2359,327,33,2.636487,1.38279,"Rotavirus A strain RVA/Human-wt/MWI/BID2BS/2013/G1P[8] structural protein 4 (VP4) gene, complete cds",28875,"Viruses","Duplornaviricota","Resentoviricetes","Reovirales","Sedoreoviridae","Rotavirus","Rotavirus A","unclassified Rotavirus A subspecies/strain","unclassified Rotavirus A strain","NGS_1T",10116512
"JX307625.1",1054,150,25,4.14823,2.3446,"Human rotavirus A strain RVA/Human-wt/IND/mcs72/2011/G8P[4] nonstructural protein NSP3 gene, complete cds",10941,"Viruses","Duplornaviricota","Resentoviricetes","Reovirales","Sedoreoviridae","Rotavirus","Rotavirus A","Human rotavirus A","Human rotavirus A","NGS_1T",10116512
"KX632343.1",2684,150,1,0.0394633,0.0368287,"Rotavirus A strain RVA/Human-wt/UGA/MUL-13-157/2013/G1P[8] segment 2, complete sequence",28875,"Viruses","Duplornaviricota","Resentoviricetes","Reovirales","Sedoreoviridae","Rotavirus","Rotavirus A","unclassified Rotavirus A subspecies/strain","unclassified Rotavirus A strain","NGS_1T",10116512
"KX655487.1",2359,175,34,2.308737,1.42469,"Rotavirus A strain RVA/Human-wt/UGA/KTV-13-023/2013/G12P[6] VP4 (VP4) mRNA, complete cds",28875,"Viruses","Duplornaviricota","Resentoviricetes","Reovirales","Sedoreoviridae","Rotavirus","Rotavirus A","unclassified Rotavirus A subspecies/strain","unclassified Rotavirus A strain","NGS_1T",10116512
"KU714445.1",2717,282,2,0.10985586,0.0727628,"Rotavirus A strain RVA/Human-wt/MWI/MW2-181_A/2000/G1P[8] segment 2, complete sequence",28875,"Viruses","Duplornaviricota","Resentoviricetes","Reovirales","Sedoreoviridae","Rotavirus","Rotavirus A","unclassified Rotavirus A subspecies/strain","unclassified Rotavirus A strain","NGS_1T",10116512
"MG181590.1",3303,230,64,3.0447192,1.91532,"Rotavirus A strain RVA/Human-wt/MWI/BID1LN/2013/G1P[8] structural protein 1 (VP1) gene, complete cds",28875,"Viruses","Duplornaviricota","Resentoviricetes","Reovirales","Sedoreoviridae","Rotavirus","Rotavirus A","unclassified Rotavirus A subspecies/strain","unclassified Rotavirus A strain","NGS_1T",10116512
"KP882477.1",2508,218,29,1.7735369,1.14298,"Rotavirus A strain RVA/Human-wt/GHA/Ghan-059/2008/G8P[1] segment 3 VP3 (VP3) gene, complete cds",28875,"Viruses","Duplornaviricota","Resentoviricetes","Reovirales","Sedoreoviridae","Rotavirus","Rotavirus A","unclassified Rotavirus A subspecies/strain","unclassified Rotavirus A strain","NGS_1T",10116512
"KY628968.1",157447,341,0,0.035086494,0,"Macacine alphaherpesvirus 1 isolate 8100812, complete genome",10325,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Macacine alphaherpesvirus 1","unclassified Macacine alphaherpesvirus 1 subspecies/strain","unclassified Macacine alphaherpesvirus 1 strain","NGS_1T",10116512
"KY628970.1",157321,189,0,0.002112349,0,"Macacine alphaherpesvirus 1 isolate KQ, complete genome",10325,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Macacine alphaherpesvirus 1","unclassified Macacine alphaherpesvirus 1 subspecies/strain","unclassified Macacine alphaherpesvirus 1 strain","NGS_1T",10116512
"MT862163.1",131245,271,1,0.2011137,0.000753159,"Bovine alphaherpesvirus 2 strain C1Z FZR",10295,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Bovine alphaherpesvirus 2","unclassified Bovine alphaherpesvirus 2 subspecies/strain","unclassified Bovine alphaherpesvirus 2 strain","NGS_1T",10116512
"LS480640.1",155503,2207,18,0.029886775,0.011442,"Human alphaherpesvirus 2 isolate 333 genome assembly, chromosome: I",10310,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Human alphaherpesvirus 2","unclassified Human alphaherpesvirus 2 subspecies/strain","unclassified Human alphaherpesvirus 2 strain","NGS_1T",10116512
"MF678601.1",144144,354,0,0.08421184,0,"Beluga whale alphaherpesvirus 1 strain LN3131-1",1434720,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Varicellovirus","Monodontid alphaherpesvirus 1","Beluga whale alphaherpesvirus 1","Beluga whale alphaherpesvirus 1","NGS_1T",10116512
"MG989243.1",134617,356,0,0.007176482,0,"Caprine alphaherpesvirus 1 strain JSHA1405",39944,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Varicellovirus","Caprine alphaherpesvirus 1","unclassified Caprine alphaherpesvirus 1 subspecies/strain","unclassified Caprine alphaherpesvirus 1 strain","NGS_1T",10116512
"KT280503.1",7332,7253,40453,855.8422,1442.56,"Enterovirus D68 isolate 2011-21186, complete genome",42789,"Viruses","Pisuviricota","Pisoniviricetes","Picornavirales","Picornaviridae","Enterovirus","Enterovirus D","enterovirus D68","enterovirus D68","NGS_4T",3824684
"AC_000007.1",35937,1616,1158,4.969961,8.42502,"Human adenovirus 2, complete genome",10515,"Viruses","Preplasmiviricota","Tectiliviricetes","Rowavirales","Adenoviridae","Mastadenovirus","Human mastadenovirus C","Human adenovirus 2","Human adenovirus 2","NGS_4T",3824684
"NC_003310.1",196858,106897,67210,54.472267,89.2658,"Monkeypox virus Zaire-96-I-16, complete genome",10244,"Viruses","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Orthopoxvirus","Monkeypox virus","unclassified Monkeypox virus subspecies/strain","unclassified Monkeypox virus strain","NGS_4T",3824684
"NC_012042.1",5196,147,1,0.029131986,0.0503194,"Human bocavirus 2c PK isolate PK-5510, complete genome",1511882,"Viruses","Cossaviricota","Quintoviricetes","Piccovirales","Parvoviridae","Bocaparvovirus","Primate bocaparvovirus 2","Human bocavirus 2c PK","Human bocavirus 2c PK","NGS_4T",3824684
"NC_026438.1",10878,388,625,8.594146,15.0223,"influenza A H1N1 all segments",641809,"Viruses","Negarnaviricota","Insthoviricetes","Articulavirales","Orthomyxoviridae","Alphainfluenzavirus","Influenza A virus","Influenza A virus (A/California/07/2009(H1N1))","Influenza A virus (A/California/07/2009(H1N1))","NGS_4T",3824684
"NC_007373.1",11286,142,1,0.012751437,0.0231667,"influenza A H3N2 all segments",335341,"Viruses","Negarnaviricota","Insthoviricetes","Articulavirales","Orthomyxoviridae","Alphainfluenzavirus","Influenza A virus","Influenza A virus (A/New York/392/2004(H3N2))","Influenza A virus (A/New York/392/2004(H3N2))","NGS_4T",3824684
"KY316160.1",34169,1923,109,0.4697963,0.834063,"Human adenovirus 41 isolate SH/2015/D16, complete genome",10524,"Viruses","Preplasmiviricota","Tectiliviricetes","Rowavirales","Adenoviridae","Mastadenovirus","Human mastadenovirus F","Human adenovirus 41","Human adenovirus 41","NGS_4T",3824684
"AB111966.1",9060,268,30,0.53299665,0.86576,"Bovine viral diarrhea virus 190cp gene for poryprotein, partai cds, strain: 190cp",233888,"Viruses","Kitrinoviricota","Flasuviricetes","Amarillovirales","Flaviviridae","Pestivirus","Pestivirus A","Bovine viral diarrhea virus 190cp","Bovine viral diarrhea virus 190cp","NGS_4T",3824684
"AC090446.27",170275,236,1,0.008364438,0.00153551,"Baboon cytomegalovirus OCOM4-37 clone bacmv, WORKING DRAFT SEQUENCE, 22 unordered pieces",153301,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Cytomegalovirus","Papiine betaherpesvirus 3","Baboon cytomegalovirus OCOM4-37","Baboon cytomegalovirus OCOM4-37","NGS_4T",3824684
"AF033812.1",5894,109,2,0.037952647,0.0887206,"Abelson murine leukemia virus, complete genome",11788,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Gammaretrovirus","Abelson murine leukemia virus","unclassified Abelson murine leukemia virus subspecies/strain","unclassified Abelson murine leukemia virus strain","NGS_4T",3824684
"AF033818.1",8419,1112,184,3.4468496,5.71428,"Bovine leukemia virus complete genome",11901,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Deltaretrovirus","Bovine leukemia virus","unclassified Bovine leukemia virus subspecies/strain","unclassified Bovine leukemia virus strain","NGS_4T",3824684
"AF043303.1",4679,145,1,0.032015897,0.0558794,"Adeno-associated virus 2, complete genome",10804,"Viruses","Cossaviricota","Quintoviricetes","Piccovirales","Parvoviridae","Dependoparvovirus","Adeno-associated dependoparvovirus A","adeno-associated virus 2","adeno-associated virus 2","NGS_4T",3824684
"AF052428.1",9396,150,1,0.016223231,0.0278267,"Rous sarcoma virus strain Schmidt-Ruppin B, complete genome",269447,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Alpharetrovirus","Rous sarcoma virus","Rous sarcoma virus - Schmidt-Ruppin B","Rous sarcoma virus - Schmidt-Ruppin B","NGS_4T",3824684
"AF126467.1",8105,480,155,2.8434947,5.00015,"Simian retrovirus 2, complete genome",39068,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Betaretrovirus","Mason-Pfizer monkey virus","Simian retrovirus 2","Simian retrovirus 2","NGS_4T",3824684
"AF356697.1",8072,253,29,0.4093663,0.939337,"Porcine endogenous retrovirus class E clone P14.1, complete genome",168238,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Gammaretrovirus","Porcine type-C oncovirus","Porcine endogenous retrovirus E","Porcine endogenous retrovirus E","NGS_4T",3824684
"AF406966.1",5610,1765,718,17.71502,33.4631,"Bovine parvovirus 2 putative non-structural protein and putative capsid protein genes, complete cds",172296,"Viruses","Cossaviricota","Quintoviricetes","Piccovirales","Parvoviridae","Copiparvovirus","Ungulate copiparvovirus 1","Bovine parvovirus - 2","Bovine parvovirus - 2","NGS_4T",3824684
"AF457465.1",7841,447,33,0.74151605,1.10039,"Bos taurus papillomavirus 5, complete genome",2491661,"Viruses","Cossaviricota","Papovaviricetes","Zurhausenvirales","Papillomaviridae","Epsilonpapillomavirus","Epsilonpapillomavirus 1","Bos taurus papillomavirus 5","Bos taurus papillomavirus 5","NGS_4T",3824684
"AF513851.1",4721,150,17,0.5578648,0.941498,"Adeno-associated virus 7 nonstructural protein and capsid protein genes, complete cds",202812,"Viruses","Cossaviricota","Quintoviricetes","Piccovirales","Parvoviridae","Dependoparvovirus","Adeno-associated dependoparvovirus A","Adeno-associated virus - 7","Adeno-associated virus - 7","NGS_4T",3824684
"AY037928.1",9472,5252,107,1.6479297,2.95356,"Human endogenous retrovirus K113 complete genome",166122,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","unclassified Retroviridae genus","Human endogenous retrovirus K","Human endogenous retrovirus K113","Human endogenous retrovirus K113","NGS_4T",3824684
"CY107826.1",2220,150,1,0.05942029,0.117775,"Influenza A virus (A/swine/Korea/1130/2009(H1N2)) polymerase PA (PA) gene, complete cds",1141720,"Viruses","Negarnaviricota","Insthoviricetes","Articulavirales","Orthomyxoviridae","Alphainfluenzavirus","Influenza A virus","Influenza A virus (A/swine/Korea/1130/2009(H1N2))","Influenza A virus (A/swine/Korea/1130/2009(H1N2))","NGS_4T",3824684
