"accession","reference_length","covered_bases","reads_aligned","mean_coverage","RPKMF","sequence_name","taxid","kingdom","phylum","class","order","family","genus","species","subspecies","strain","sample_ID","total_filtered_reads_in_sample"
"DQ139321.1",1466,263,5,0.4506079,0.220373,"Influenza A virus (A/swine/Zhejiang/1/2004(H1N2)) neuraminidase gene, complete cds",340141,"Viruses","Negarnaviricota","Insthoviricetes","Articulavirales","Orthomyxoviridae","Alphainfluenzavirus","Influenza A virus","Influenza A virus (A/swine/Zhejiang/1/2004(H1N2))","Influenza A virus (A/swine/Zhejiang/1/2004(H1N2))","QCMD1_Q1",15476661
"DQ280201.1",1497,120,1,0.08908686,0.0431619,"Influenza A virus (A/swine/Alberta/56626/03(H1N1)) nucleoprotein (NP) gene, complete cds",358576,"Viruses","Negarnaviricota","Insthoviricetes","Articulavirales","Orthomyxoviridae","Alphainfluenzavirus","Influenza A virus","Influenza A virus (A/swine/Alberta/56626/03(H1N1))","Influenza A virus (A/swine/Alberta/56626/03(H1N1))","QCMD1_Q1",15476661
"DQ280229.1",2339,153,5,0.62859756,0.138122,"Influenza A virus (A/swine/Ontario/48235/04(H1N2)) polymerase subunit PB2 (PB2) gene, complete cds",358582,"Viruses","Negarnaviricota","Insthoviricetes","Articulavirales","Orthomyxoviridae","Alphainfluenzavirus","Influenza A virus","Influenza A virus (A/swine/Ontario/48235/04(H1N2))","Influenza A virus (A/swine/Ontario/48235/04(H1N2))","QCMD1_Q1",15476661
"DQ995633.1",7452,156,1,0.021774856,0.00867061,"Human coxsackievirus A11 strain BAN00-10444, complete genome",42770,"Viruses","Pisuviricota","Pisoniviricetes","Picornavirales","Picornaviridae","Enterovirus","Enterovirus C","Coxsackievirus A11","Coxsackievirus A11","QCMD1_Q1",15476661
"EU004447.1",2341,150,2,0.27339116,0.0552016,"Influenza A virus (A/swine/Tianjin/01/04(H1N1)) segment 1 polymerase PB2 (PB2) gene, complete cds",452465,"Viruses","Negarnaviricota","Insthoviricetes","Articulavirales","Orthomyxoviridae","Alphainfluenzavirus","Influenza A virus","Influenza A virus (A/swine/Tianjin/01/2004(H1N1))","Influenza A virus (A/swine/Tianjin/01/2004(H1N1))","QCMD1_Q1",15476661
"EU030001.1",8406,3178,284,5.515867,2.18299,"RD114 retrovirus isolate SC3C, complete genome",11834,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Gammaretrovirus","RD114 retrovirus","unclassified RD114 retrovirus subspecies/strain","unclassified RD114 retrovirus strain","QCMD1_Q1",15476661
"EU116038.1",2341,127,1,0.026928343,0.0276008,"Influenza A virus (A/Swine/Shandong/3/2005/H3N2) polymerase basic protein 2 (PB2) gene, complete cds",463697,"Viruses","Negarnaviricota","Insthoviricetes","Articulavirales","Orthomyxoviridae","Alphainfluenzavirus","Influenza A virus","Influenza A virus (A/swine/Shandong/3/2005(H3N2))","Influenza A virus (A/swine/Shandong/3/2005(H3N2))","QCMD1_Q1",15476661
"EU871835.1",2316,122,1,0.034164358,0.0278987,"Influenza A virus (A/duck/LA/17G/1987(H3N8)) segment 1 polymerase PB2 (PB2) gene, complete cds",545408,"Viruses","Negarnaviricota","Insthoviricetes","Articulavirales","Orthomyxoviridae","Alphainfluenzavirus","Influenza A virus","Influenza A virus (A/duck/LA/17G/1987(H3N8))","Influenza A virus (A/duck/LA/17G/1987(H3N8))","QCMD1_Q1",15476661
"FJ025900.1",37188,527,3,0.11115611,0.00521244,"Simian adenovirus 43, complete genome",585077,"Viruses","Preplasmiviricota","Tectiliviricetes","Rowavirales","Adenoviridae","Mastadenovirus","Human mastadenovirus C","Simian adenovirus 43","Simian adenovirus 43","QCMD1_Q1",15476661
"FJ025902.1",37820,28156,503,1.9863818,0.859348,"Simian adenovirus 42.2, complete genome",585098,"Viruses","Preplasmiviricota","Tectiliviricetes","Rowavirales","Adenoviridae","Mastadenovirus","Human mastadenovirus C","Simian adenovirus 42.2","Simian adenovirus 42.2","QCMD1_Q1",15476661
"FJ025904.1",37860,3900,34,0.24529302,0.0580258,"Simian adenovirus 31.2, complete genome",585088,"Viruses","Preplasmiviricota","Tectiliviricetes","Rowavirales","Adenoviridae","Mastadenovirus","Human mastadenovirus C","Simian adenovirus 31.2","Simian adenovirus 31.2","QCMD1_Q1",15476661
"FJ025908.1",35694,418,2,0.011760072,0.00362041,"Simian adenovirus 33, complete genome",585067,"Viruses","Preplasmiviricota","Tectiliviricetes","Rowavirales","Adenoviridae","Mastadenovirus","Human mastadenovirus B","Simian adenovirus 33","Simian adenovirus 33","QCMD1_Q1",15476661
"FJ025909.1",35592,542,5,0.02925907,0.00907696,"Simian adenovirus 27.1, complete genome",585083,"Viruses","Preplasmiviricota","Tectiliviricetes","Rowavirales","Adenoviridae","Mastadenovirus","Human mastadenovirus B","Simian adenovirus 27.1","Simian adenovirus 27.1","QCMD1_Q1",15476661
"FJ025910.1",35620,945,8,0.0326755,0.0145117,"Simian adenovirus 35.2, complete genome",585090,"Viruses","Preplasmiviricota","Tectiliviricetes","Rowavirales","Adenoviridae","Mastadenovirus","Human mastadenovirus B","Simian adenovirus 35.2","Simian adenovirus 35.2","QCMD1_Q1",15476661
"FJ025921.1",36635,15814,678,2.6945045,1.19579,"Simian adenovirus 37.1, complete genome",585091,"Viruses","Preplasmiviricota","Tectiliviricetes","Rowavirales","Adenoviridae","Mastadenovirus","Human mastadenovirus E","Simian adenovirus 37.1","Simian adenovirus 37.1","QCMD1_Q1",15476661
"FJ025927.1",35767,696,7,0.025942668,0.0126456,"Simian adenovirus 41.2, complete genome",585096,"Viruses","Preplasmiviricota","Tectiliviricetes","Rowavirales","Adenoviridae","Mastadenovirus","Human mastadenovirus B","Simian adenovirus 41.2","Simian adenovirus 41.2","QCMD1_Q1",15476661
"FJ655418.1",1767,633,9,0.7755102,0.329101,"Porcine circovirus type 1/2a isolate FMV08-1114252, complete genome",720569,"Viruses","Cressdnaviricota","Arfiviricetes","Cirlivirales","Circoviridae","Circovirus","Porcine circovirus type 1/2a","unclassified Porcine circovirus type 1/2a subspecies/strain","unclassified Porcine circovirus type 1/2a strain","QCMD1_Q1",15476661
"FJ971077.1",8126,740,438,13.303661,3.48273,"Simian retrovirus 4 strain SRV4/TEX/2009/V1, complete genome",723802,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Betaretrovirus","Simian retrovirus 4","unclassified Simian retrovirus 4 subspecies/strain","unclassified Simian retrovirus 4 strain","QCMD1_Q1",15476661
"FN824512.2",45480,133,0,0.21553056,0,"Pigeon adenovirus 1 complete genome, strain IDA4",764030,"Viruses","Preplasmiviricota","Tectiliviricetes","Rowavirales","Adenoviridae","Aviadenovirus","Pigeon aviadenovirus A","Pigeon adenovirus 1","Pigeon adenovirus 1","QCMD1_Q1",15476661
"GQ387499.1",5905,2868,30,0.7534318,0.328265,"Porcine parvovirus 4 clone 17 replicase, ORF3, and capsid genes, complete cds",707546,"Viruses","Cossaviricota","Quintoviricetes","Piccovirales","Parvoviridae","Copiparvovirus","Ungulate copiparvovirus 2","Porcine parvovirus 4","Porcine parvovirus 4","QCMD1_Q1",15476661
"GU050160.1",1002,150,5,1.0305164,0.322422,"Influenza A virus (A/yellow-headed Amazon/California/500658/2007(H5N2)) segment 7 matrix protein 2 (M2) and matrix protein 1 (M1) genes, complete cds",680622,"Viruses","Negarnaviricota","Insthoviricetes","Articulavirales","Orthomyxoviridae","Alphainfluenzavirus","Influenza A virus","Influenza A virus (A/yellow-headed Amazon/California/500658/2007(H5N2))","Influenza A virus (A/yellow-headed Amazon/California/500658/2007(H5N2))","QCMD1_Q1",15476661
"HM011560.1",4926,1837,17,0.51947236,0.222986,"Polyomavirus HPyV6 isolate 607a, complete genome",746830,"Viruses","Cossaviricota","Papovaviricetes","Sepolyvirales","Polyomaviridae","Deltapolyomavirus","Deltapolyomavirus sextihominis","Human polyomavirus 6","Human polyomavirus 6","QCMD1_Q1",15476661
"HM145750.1",4944,1523,32,0.8838131,0.41821,"Bocavirus gorilla/GBoV1/2009, complete genome",864686,"Viruses","Cossaviricota","Quintoviricetes","Piccovirales","Parvoviridae","Bocaparvovirus","Primate bocaparvovirus 1","Bocavirus gorilla/GBoV1/2009","Bocavirus gorilla/GBoV1/2009","QCMD1_Q1",15476661
"HQ166041.1",2341,157,3,0.18849841,0.0828023,"Influenza A virus (A/Netherlands/26/2007(H1N1)) segment 1 polymerase PB2 (PB2) gene, complete cds",877502,"Viruses","Negarnaviricota","Insthoviricetes","Articulavirales","Orthomyxoviridae","Alphainfluenzavirus","Influenza A virus","Influenza A virus (A/Netherlands/26/2007(H1N1))","Influenza A virus (A/Netherlands/26/2007(H1N1))","QCMD1_Q1",15476661
"HQ388348.2",5666,1208,18,0.458847,0.205267,"Brassica yellows virus isolate BrYV-ABJ, complete genome",1046403,"Viruses","Pisuviricota","Pisoniviricetes","Sobelivirales","Solemoviridae","Polerovirus","Turnip yellows virus","Brassica yellows virus","Brassica yellows virus","QCMD1_Q1",15476661
"HQ853344.1",1469,268,4,0.38665655,0.175939,"Influenza A virus (A/swine/Guangdong/1/2010(H1N2)) segment 6 neuraminidase (NA) gene, complete cds",943907,"Viruses","Negarnaviricota","Insthoviricetes","Articulavirales","Orthomyxoviridae","Alphainfluenzavirus","Influenza A virus","Influenza A virus (A/swine/Guangdong/1/2010(H1N2))","Influenza A virus (A/swine/Guangdong/1/2010(H1N2))","QCMD1_Q1",15476661
"J02013.1",1928,132,1,0.07424072,0.0335132,"Avian myeloblastosis virus RNA-dependent DNA polymerase gene, partial cds; transforming protein gene, complete cds; and long terminal repeat, complete sequence",11866,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Alpharetrovirus","Avian myeloblastosis virus","unclassified Avian myeloblastosis virus subspecies/strain","unclassified Avian myeloblastosis virus strain","QCMD1_Q1",15476661
"JF304767.1",7664,118,225,3.9382486,1.89692,"Saimiri sciureus papillomavirus type 3 isolate Mac2167.2, complete genome",990306,"Viruses","Cossaviricota","Papovaviricetes","Zurhausenvirales","Papillomaviridae","Dyoomikronpapillomavirus","Dyoomikronpapillomavirus 1","Saimiri sciureus papillomavirus 3","Saimiri sciureus papillomavirus 3","QCMD1_Q1",15476661
"JN254802.1",36711,16930,874,3.4836302,1.53829,"Chimpanzee adenovirus Y25, complete genome",1123958,"Viruses","Preplasmiviricota","Tectiliviricetes","Rowavirales","Adenoviridae","Mastadenovirus","Human mastadenovirus E","Chimpanzee adenovirus Y25","Chimpanzee adenovirus Y25","QCMD1_Q1",15476661
"JN681175.1",5235,150,1,0.029498525,0.0123426,"Porcine bocavirus 3C isolate pig/ZJD/China/2006, complete genome",1138844,"Viruses","Cossaviricota","Quintoviricetes","Piccovirales","Parvoviridae","Bocaparvovirus","Ungulate bocaparvovirus 5","Porcine bocavirus 3C","Porcine bocavirus 3C","QCMD1_Q1",15476661
"JN880449.1",35580,212,1,0.0069150436,0.001816,"Simian adenovirus A1163, complete genome",1159187,"Viruses","Preplasmiviricota","Tectiliviricetes","Rowavirales","Adenoviridae","Mastadenovirus","Simian adenovirus B","Simian adenovirus A1163","Simian adenovirus A1163","QCMD1_Q1",15476661
"JN880454.1",35578,357,2,0.010076775,0.00363221,"Simian adenovirus A1312, complete genome",1159192,"Viruses","Preplasmiviricota","Tectiliviricetes","Rowavirales","Adenoviridae","Mastadenovirus","Simian adenovirus B","Simian adenovirus A1312","Simian adenovirus A1312","QCMD1_Q1",15476661
"JX027296.1",4822,1132,10,0.31100172,0.133997,"Primate protoparvovirus 1 strain BF.86 NS1, putative VP1, hypothetical protein, and VP2 genes, complete cds",1511907,"Viruses","Cossaviricota","Quintoviricetes","Piccovirales","Parvoviridae","Protoparvovirus","Primate protoparvovirus 1","unclassified Primate protoparvovirus 1 subspecies/strain","unclassified Primate protoparvovirus 1 strain","QCMD1_Q1",15476661
"JX175256.1",1027,183,4,0.672748,0.251659,"Influenza A virus (A/duck/Guangdong/W12/2011(H3N2)) segment 7 matrix protein 2 (M2) and matrix protein 1 (M1) genes, complete cds",1198910,"Viruses","Negarnaviricota","Insthoviricetes","Articulavirales","Orthomyxoviridae","Alphainfluenzavirus","Influenza A virus","Influenza A virus (A/duck/Guangdong/W12/2011(H3N2))","Influenza A virus (A/duck/Guangdong/W12/2011(H3N2))","QCMD1_Q1",15476661
"JX297512.1",11640,582,4,0.057093125,0.0222039,"Bovine viral diarrhea virus type 1b isolate 10270 polyprotein gene, complete cds",981676,"Viruses","Kitrinoviricota","Flasuviricetes","Amarillovirales","Flaviviridae","Pestivirus","Pestivirus A","Bovine viral diarrhea virus 1b","Bovine viral diarrhea virus 1b","QCMD1_Q1",15476661
"JX499146.1",1027,174,7,1.2668186,0.440403,"Influenza A virus (A/chicken/Nanjing/908/2009(H11N2)) segment 7 matrix protein 2 (M2) and matrix protein 1 (M1) genes, complete cds",1224677,"Viruses","Negarnaviricota","Insthoviricetes","Articulavirales","Orthomyxoviridae","Alphainfluenzavirus","Influenza A virus","Influenza A virus (A/chicken/Nanjing/908/2009(H11N2))","Influenza A virus (A/chicken/Nanjing/908/2009(H11N2))","QCMD1_Q1",15476661
"JX896321.1",5805,1775,24,0.626702,0.267136,"Porcine parvovirus 5 isolate IA469 clone 1, complete genome",1241957,"Viruses","Cossaviricota","Quintoviricetes","Piccovirales","Parvoviridae","Protoparvovirus","Porcine parvovirus 5","unclassified Porcine parvovirus 5 subspecies/strain","unclassified Porcine parvovirus 5 strain","QCMD1_Q1",15476661
"KC617868.1",3780,139,31,1.1870524,0.529898,"Parvovirus NIH-CQV putative 15-kDa protein, putative replication associated protein (rep), and putative capsid protein (cap) genes, complete cds",1341019,"Viruses","Cossaviricota","Quintoviricetes","Piccovirales","Parvoviridae","unclassified Parvoviridae genus","Parvovirus NIH-CQV","unclassified Parvovirus NIH-CQV subspecies/strain","unclassified Parvovirus NIH-CQV strain","QCMD1_Q1",15476661
"KC802221.1",15696,11242,157,1.5248295,0.646299,"Phocine distemper virus strain PDV/Wadden_Sea.NLD/1988, complete genome",11240,"Viruses","Negarnaviricota","Monjiviricetes","Mononegavirales","Paramyxoviridae","Morbillivirus","Phocine morbillivirus","unclassified Phocine morbillivirus subspecies/strain","unclassified Phocine morbillivirus strain","QCMD1_Q1",15476661
"KC859214.2",1732,170,1,7.140329,0.0373057,"Influenza A virus (A/swine/Thailand/PB482/2009(H3N2)) segment 4 hemagglutinin (HA) gene, complete cds",1315824,"Viruses","Negarnaviricota","Insthoviricetes","Articulavirales","Orthomyxoviridae","Alphainfluenzavirus","Influenza A virus","Influenza A virus (A/swine/Thailand/PB482/2009(H3N2))","Influenza A virus (A/swine/Thailand/PB482/2009(H3N2))","QCMD1_Q1",15476661
"KF013901.1",2341,137,2,0.12505706,0.0552016,"Influenza A virus (A/sparrow/Guangxi/GXs-1/2012(H1N2)) segment 1 polymerase PB2 (PB2) gene, complete cds",1331508,"Viruses","Negarnaviricota","Insthoviricetes","Articulavirales","Orthomyxoviridae","Alphainfluenzavirus","Influenza A virus","Influenza A virus (A/sparrow/Guangxi/GXs-1/2012(H1N2))","Influenza A virus (A/sparrow/Guangxi/GXs-1/2012(H1N2))","QCMD1_Q1",15476661
"KF142497.2",1466,231,2,0.17553191,0.0881493,"Influenza A virus (A/swine/Korea/CY0423-12/2013(H1N2)) segment 6 neuraminidase (NA) gene, complete cds",1337100,"Viruses","Negarnaviricota","Insthoviricetes","Articulavirales","Orthomyxoviridae","Alphainfluenzavirus","Influenza A virus","Influenza A virus (A/swine/Korea/CY0423-12/2013(H1N2))","Influenza A virus (A/swine/Korea/CY0423-12/2013(H1N2))","QCMD1_Q1",15476661
"KF360047.1",34163,33047,2804,12.170817,5.30328,"UNVERIFIED: Simian adenovirus ch1 isolate SAdV-ch1 genomic sequence",1509400,"Viruses","Preplasmiviricota","Tectiliviricetes","Rowavirales","Adenoviridae","Mastadenovirus","Human mastadenovirus A","Simian adenovirus ch1","Simian adenovirus ch1","QCMD1_Q1",15476661
"KF382709.1",1410,335,7,0.6230159,0.320776,"Influenza A virus (A/swine/Virginia/A01432745/2013(H1N2)) segment 6 neuraminidase (NA) gene, complete cds",1357703,"Viruses","Negarnaviricota","Insthoviricetes","Articulavirales","Orthomyxoviridae","Alphainfluenzavirus","Influenza A virus","Influenza A virus (A/swine/Virginia/A01432745/2013(H1N2))","Influenza A virus (A/swine/Virginia/A01432745/2013(H1N2))","QCMD1_Q1",15476661
"KF533719.2",6944,179,1,0.022078304,0.00930493,"Carrot torradovirus 1 isolate CTV-1_RNA1_H6 polyprotein gene, complete cds",1425364,"Viruses","Pisuviricota","Pisoniviricetes","Picornavirales","Secoviridae","Torradovirus","Carrot torradovirus 1","unclassified Carrot torradovirus 1 subspecies/strain","unclassified Carrot torradovirus 1 strain","QCMD1_Q1",15476661
"KF703446.1",127320,1071,1874,1.7873477,0.951033,"Retroperitoneal fibromatosis-associated herpesvirus isolate RFHVMnM78114, complete genome",111469,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Rhadinovirus","Macacine gammaherpesvirus 8","Retroperitoneal fibromatosis-associated herpesvirus","Retroperitoneal fibromatosis-associated herpesvirus","QCMD1_Q1",15476661
"KJ433989.1",3062,173,1,0.04739011,0.0211017,"Porcine stool-associated circular virus 5 isolate CP3, complete genome",1475063,"Viruses","Cressdnaviricota","Arfiviricetes","Cirlivirales","Circoviridae","unclassified Circoviridae genus","Porcine stool-associated circular virus 5","unclassified Porcine stool-associated circular virus 5 subspecies/strain","unclassified Porcine stool-associated circular virus 5 strain","QCMD1_Q1",15476661
"KJ541167.1",7371,649,14,0.27793935,0.122723,"Coxsackievirus A6 isolate 1232/SH/CHN/2010, complete genome",86107,"Viruses","Pisuviricota","Pisoniviricetes","Picornavirales","Picornaviridae","Enterovirus","Enterovirus A","Coxsackievirus A6","Coxsackievirus A6","QCMD1_Q1",15476661
"KJ541759.1",33452,229,49,0.58600086,0.0946448,"Ball python nidovirus strain 07-53, complete genome",1986118,"Viruses","Pisuviricota","Pisoniviricetes","Nidovirales","Tobaniviridae","Pregotovirus","Ball python nidovirus 1","unclassified Ball python nidovirus 1 subspecies/strain","unclassified Ball python nidovirus 1 strain","QCMD1_Q1",15476661
"KM269482.1",7875,193,2,0.9644013,0.0164098,"Encephalomyocarditis virus strain ATCC VR-129B, complete genome",12104,"Viruses","Pisuviricota","Pisoniviricetes","Picornavirales","Picornaviridae","Cardiovirus","Cardiovirus A","Encephalomyocarditis virus","Encephalomyocarditis virus","QCMD1_Q1",15476661
"KM591903.1",34475,133,0,0.0034668609,0,"Rhesus adenovirus 53, complete genome",1574629,"Viruses","Preplasmiviricota","Tectiliviricetes","Rowavirales","Adenoviridae","Mastadenovirus","Human mastadenovirus G","Rhesus adenovirus 53","Rhesus adenovirus 53","QCMD1_Q1",15476661
"KP175580.1",10485,128,6,0.07411708,0.0369748,"Desmodus rotundus endogenous retrovirus isolate 824, complete genome",1622024,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Betaretrovirus","Desmodus rotundus endogenous retrovirus","unclassified Desmodus rotundus endogenous retrovirus subspecies/strain","unclassified Desmodus rotundus endogenous retrovirus strain","QCMD1_Q1",15476661
"KP289357.1",7398,369,14,0.2929084,0.122275,"Coxsackievirus A2 isolate CV-A2/P14/2013/China, complete genome",33757,"Viruses","Pisuviricota","Pisoniviricetes","Picornavirales","Picornaviridae","Enterovirus","Enterovirus A","Coxsackievirus A2","Coxsackievirus A2","QCMD1_Q1",15476661
"KP289394.1",7412,296,2,0.0442027,0.0174348,"Coxsackievirus A10 isolate CV-A10/P1005/2013/China, complete genome",42769,"Viruses","Pisuviricota","Pisoniviricetes","Picornavirales","Picornaviridae","Enterovirus","Enterovirus A","Coxsackievirus A10","Coxsackievirus A10","QCMD1_Q1",15476661
"KP289435.1",7399,122,1,0.016829908,0.00873272,"Coxsackievirus A8 isolate CV-A8/P82/2013/China, complete genome",42788,"Viruses","Pisuviricota","Pisoniviricetes","Picornavirales","Picornaviridae","Enterovirus","Enterovirus A","Coxsackievirus A8","Coxsackievirus A8","QCMD1_Q1",15476661
"KP329566.1",35670,636,5,0.025619369,0.00905711,"Simian adenovirus 17 strain B-105, complete genome",1715779,"Viruses","Preplasmiviricota","Tectiliviricetes","Rowavirales","Adenoviridae","Mastadenovirus","Simian mastadenovirus F","Simian adenovirus 17","Simian adenovirus 17","QCMD1_Q1",15476661
"KR135164.1",43842,100,1,0.004897922,0.00147378,"Duck adenovirus 2 strain CH-GD-12-2014, complete genome",1520006,"Viruses","Preplasmiviricota","Tectiliviricetes","Rowavirales","Adenoviridae","Aviadenovirus","Duck aviadenovirus B","Duck adenovirus 2","Duck adenovirus 2","QCMD1_Q1",15476661
"KT149397.1",2985,2211,1063,55.219753,23.0097,"Circovirus-like genome DCCV-4, complete genome",1788444,"Viruses","Cressdnaviricota","Arfiviricetes","Cirlivirales","Circoviridae","unclassified Circoviridae genus","Circovirus-like genome DCCV-4","unclassified Circovirus-like genome DCCV-4 subspecies/strain","unclassified Circovirus-like genome DCCV-4 strain","QCMD1_Q1",15476661
"KT149406.1",2433,1279,517,31.310995,13.73,"Circovirus-like genome DCCV-13, complete genome",1788441,"Viruses","Cressdnaviricota","Arfiviricetes","Cirlivirales","Circoviridae","unclassified Circoviridae genus","Circovirus-like genome DCCV-13","unclassified Circovirus-like genome DCCV-13 subspecies/strain","unclassified Circovirus-like genome DCCV-13 strain","QCMD1_Q1",15476661
"KT965075.1",4281,150,1,0.03631082,0.0150931,"Protoparvovirus Zsana/2013/HUN non-structural protein gene, partial cds; putative middle protein gene, complete cds; and structural protein-like gene, partial sequence",1755694,"Viruses","Cossaviricota","Quintoviricetes","Piccovirales","Parvoviridae","Protoparvovirus","Ungulate protoparvovirus 2","Protoparvovirus Zsana/2013/HUN","Protoparvovirus Zsana/2013/HUN","QCMD1_Q1",15476661
"KU172423.1",5254,1994,1518,40.93123,18.6683,"Bovine hokovirus 2 strain bovine hokovirus 2 strain BS-S13 nonstructural protein (NS1), minor capsid protein (VP1), and major capsid protein (VP2) genes, complete cds",1096141,"Viruses","Cossaviricota","Quintoviricetes","Piccovirales","Parvoviridae","Tetraparvovirus","Ungulate tetraparvovirus 1","Bovine hokovirus 2","Bovine hokovirus 2","QCMD1_Q1",15476661
"KU315178.1",5813,345,5,0.12449232,0.0555767,"Pepo aphid-borne yellows virus isolate RSA BB Marrow, complete genome",1462681,"Viruses","Pisuviricota","Pisoniviricetes","Sobelivirales","Solemoviridae","Polerovirus","Pepo aphid-borne yellows virus","unclassified Pepo aphid-borne yellows virus subspecies/strain","unclassified Pepo aphid-borne yellows virus strain","QCMD1_Q1",15476661
"KU322572.1",1410,149,4,0.42539683,0.1833,"Influenza A virus (A/swine/Italy/337085/2012(H1N2)) segment 6 neuraminidase (NA) gene, complete cds",1774916,"Viruses","Negarnaviricota","Insthoviricetes","Articulavirales","Orthomyxoviridae","Alphainfluenzavirus","Influenza A virus","Influenza A virus (A/swine/Italy/337085/2012(H1N2))","Influenza A virus (A/swine/Italy/337085/2012(H1N2))","QCMD1_Q1",15476661
"KU351741.1",137448,246,6,0.06723332,0.00282056,"Macaca nemestrina herpesvirus 7, complete genome",1846169,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Roseolovirus","Macacine betaherpesvirus 9","Macaca nemestrina herpesvirus 7","Macaca nemestrina herpesvirus 7","QCMD1_Q1",15476661
"KU605777.1",8126,570,781,13.010657,6.21008,"Simian retrovirus 8 strain SRV8/SUZ/2012, complete genome",1904439,"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Betaretrovirus","Simian retrovirus 8","unclassified Simian retrovirus 8 subspecies/strain","unclassified Simian retrovirus 8 strain","QCMD1_Q1",15476661
"KU707902.1",7394,125,1,0.0204307,0.00873863,"Enterovirus B83 isolate 246/YN/CHN/08, complete genome",318566,"Viruses","Pisuviricota","Pisoniviricetes","Picornavirales","Picornaviridae","Enterovirus","Enterovirus B","Enterovirus B83","Enterovirus B83","QCMD1_Q1",15476661
"KU749310.1",222832,633,22,0.4801421,0.00637922,"Skunkpox virus strain WA, complete genome",160796,"Viruses","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Orthopoxvirus","Skunkpox virus","unclassified Skunkpox virus subspecies/strain","unclassified Skunkpox virus strain","QCMD1_Q1",15476661
"KU749311.1",217124,254,6,0.13802576,0.00178553,"Volepox virus strain CA, complete genome",28874,"Viruses","Nucleocytoviricota","Pokkesviricetes","Chitovirales","Poxviridae","Orthopoxvirus","Volepox virus","unclassified Volepox virus subspecies/strain","unclassified Volepox virus strain","QCMD1_Q1",15476661
"KU936049.1",137452,2486,150,2.9218657,0.070512,"Bubaline alphaherpesvirus 1 strain b6, complete genome",202910,"Viruses","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Varicellovirus","Bubaline alphaherpesvirus 1","unclassified Bubaline alphaherpesvirus 1 subspecies/strain","unclassified Bubaline alphaherpesvirus 1 strain","QCMD1_Q1",15476661
"KU976745.1",1467,295,7,0.7911921,0.308312,"Influenza A virus (A/swine/Mexico/AVX16/2012(H1N2)) segment 6 neuraminidase (NA) gene, complete cds",1820542,"Viruses","Negarnaviricota","Insthoviricetes","Articulavirales","Orthomyxoviridae","Alphainfluenzavirus","Influenza A virus","Influenza A virus (A/swine/Mexico/AVX16/2012(H1N2))","Influenza A virus (A/swine/Mexico/AVX16/2012(H1N2))","QCMD1_Q1",15476661
"KU976877.1",2342,291,2,0.18978103,0.055178,"Influenza A virus (A/swine/Mexico/AVX49/2013(H1N2)) segment 1 polymerase PB2 (PB2) gene, complete cds",1820574,"Viruses","Negarnaviricota","Insthoviricetes","Articulavirales","Orthomyxoviridae","Alphainfluenzavirus","Influenza A virus","Influenza A virus (A/swine/Mexico/AVX49/2013(H1N2))","Influenza A virus (A/swine/Mexico/AVX49/2013(H1N2))","QCMD1_Q1",15476661
"KX000828.1",1043,150,2,0.37513998,0.123899,"Influenza A virus (A/pigeon/Egypt/S10409A/2014(H9N2)) segment 7 matrix protein 2 (M2) and matrix protein 1 (M1) genes, complete cds",1822326,"Viruses","Negarnaviricota","Insthoviricetes","Articulavirales","Orthomyxoviridae","Alphainfluenzavirus","Influenza A virus","Influenza A virus (A/pigeon/Egypt/S10409A/2014(H9N2))","Influenza A virus (A/pigeon/Egypt/S10409A/2014(H9N2))","QCMD1_Q1",15476661
"KX977842.1",2341,128,1,0.040164307,0.0276008,"Influenza A virus (A/greater white-fronted goose/Netherlands/2/2010(H5N2)) segment 1 polymerase PB2 (PB2) gene, complete cds",1908076,"Viruses","Negarnaviricota","Insthoviricetes","Articulavirales","Orthomyxoviridae","Alphainfluenzavirus","Influenza A virus","Influenza A virus (A/greater white-fronted goose/Netherlands/2/2010(H5N2))","Influenza A virus (A/greater white-fronted goose/Netherlands/2/2010(H5N2))","QCMD1_Q1",15476661
"KX979797.1",2341,125,6,0.3409402,0.165605,"Influenza A virus (A/greater white-fronted goose/Netherlands/5/2008(H5N2)) segment 2 polymerase PB1 (PB1) and PB1-F2 protein (PB1-F2) genes, complete cds",1908086,"Viruses","Negarnaviricota","Insthoviricetes","Articulavirales","Orthomyxoviridae","Alphainfluenzavirus","Influenza A virus","Influenza A virus (A/greater white-fronted goose/Netherlands/5/2008(H5N2))","Influenza A virus (A/greater white-fronted goose/Netherlands/5/2008(H5N2))","QCMD1_Q1",15476661
"KY019139.2",5371,786,212,6.053055,2.55037,"Bosavirus MS-2016a, complete genome",1917013,"Viruses","Cossaviricota","Quintoviricetes","Piccovirales","Parvoviridae","Copiparvovirus","Ungulate copiparvovirus 5","Bosavirus MS-2016a","Bosavirus MS-2016a","QCMD1_Q1",15476661
