accession	reference_length	covered_bases	reads_aligned	mean_coverage	RPKMF	sequence_name	taxid	kingdom	phylum	class	order	family	genus	species	subspecies	strain	sample_ID	total_filtered_reads_in_sample
NC_016447.1	219474	128	3	0.06138407	0.0010152	Aotine herpesvirus 1 strain S34E, complete genome	50290	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Cytomegalovirus	Aotine betaherpesvirus 1	unclassified Aotine betaherpesvirus 1 subspecies/strain	unclassified Aotine betaherpesvirus 1 strain	CSF_4	13464342
NC_016448.1	196691	191	0	0.00320035	0	Saimiriine herpesvirus 4 strain SqSHV, complete genome	1535247	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Cytomegalovirus	Saimiriine betaherpesvirus 4	unclassified Saimiriine betaherpesvirus 4 subspecies/strain	unclassified Saimiriine betaherpesvirus 4 strain	CSF_4	13464342
NC_023677.1	153158	252	0	0.15525332	0	Chimpanzee alpha-1 herpesvirus strain 105640, complete genome	332937	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Simplexvirus	Panine alphaherpesvirus 3	Chimpanzee herpesvirus strain 105640	Chimpanzee herpesvirus strain 105640	CSF_4	13464342
NC_024771.1	151601	249	286	0.25345492	0.140113	Equid herpesvirus 3 strain AR/2007/C3A, complete genome	80341	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Varicellovirus	Equid alphaherpesvirus 3	unclassified Equid alphaherpesvirus 3 subspecies/strain	unclassified Equid alphaherpesvirus 3 strain	CSF_4	13464342
V01201.1	5779	493	4	0.3705809	0.051407	Simian sarcoma virus proviral sequence with genes coding for envelope protein (env) and polymerase (pol)	11970	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	Woolly monkey sarcoma virus	unclassified Woolly monkey sarcoma virus subspecies/strain	unclassified Woolly monkey sarcoma virus strain	CSF_4	13464342
X03711.1	2473	131	2	0.11278519	0.0600649	Hardy-Zuckermann 4 feline sarcoma virus (H24-FeSV) kit oncogene	11777	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	Hardy-Zuckerman feline sarcoma virus	Feline sarcoma virus (STRAIN HARDY-ZUCKERMAN 4)	Feline sarcoma virus (STRAIN HARDY-ZUCKERMAN 4)	CSF_4	13464342
X84981.1	7420	151	3	0.065337	0.0300284	Echovirus 9 (strain Hill), complete genome	103915	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Enterovirus B	Echovirus 9 strain Hill	Echovirus 9 strain Hill	CSF_4	13464342
AY843307.1	7413	399	13	0.28624535	0.130246	Human enterovirus 97 strain BAN99-10355, complete genome	325446	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Enterovirus B	Enterovirus B97	Enterovirus B97	CSF_4	13464342
AY556070.1	7429	459	4	0.11127902	0.0399894	Enterovirus 75 strain USA/OK85-10362, complete genome	282345	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Enterovirus B	Enterovirus B75	Enterovirus B75	CSF_4	13464342
AY556057.1	7410	317	29	0.5935262	0.290666	Enterovirus 74 strain USA/CA75-10213, complete genome	222889	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Enterovirus B	Enterovirus B74	Enterovirus B74	CSF_4	13464342
AF317694.1	7410	191	4	0.09986226	0.0400919	Human echovirus 18 strain Metcalf polyprotein gene, complete cds	47506	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Enterovirus B	Echovirus E18	Echovirus E18	CSF_4	13464342
D00835.1	11443	525	25	0.548747	0.162261	Human immunodeficiency virus 2 proviral DNA, complete genome	11709	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Lentivirus	Human immunodeficiency virus 2	unclassified Human immunodeficiency virus 2 subspecies/strain	unclassified Human immunodeficiency virus 2 strain	CSF_4	13464342
GQ329670.1	145289	284	0	0.15662916	0	Pseudocowpox virus strain VR634, complete genome	129726	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Parapoxvirus	Pseudocowpox virus	unclassified Pseudocowpox virus subspecies/strain	unclassified Pseudocowpox virus strain	CSF_4	13464342
LT907991.1	12681	417	29	0.33038065	0.169848	Bovine viral diarrhea virus 1 isolate VE_138cp_05 genome assembly, complete genome: monopartite	11099	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Pestivirus	Pestivirus A	Bovine viral diarrhea virus 1	Bovine viral diarrhea virus 1	CSF_4	13464342
MF351889.1	32399	195	0	0.1341747	0	Morelia viridis nidovirus strain S14-1323_MVNV, complete genome	2016400	Viruses	Pisuviricota	Pisoniviricetes	Nidovirales	Tobaniviridae	Pregotovirus	Pregotovirus heba	Morelia viridis nidovirus	Morelia viridis nidovirus	CSF_4	13464342
KY628968.1	157447	339	0	0.042270355	0	Macacine alphaherpesvirus 1 isolate 8100812, complete genome	10325	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Simplexvirus	Macacine alphaherpesvirus 1	unclassified Macacine alphaherpesvirus 1 subspecies/strain	unclassified Macacine alphaherpesvirus 1 strain	CSF_4	13464342
KY628970.1	157321	287	0	0.09963034	0	Macacine alphaherpesvirus 1 isolate KQ, complete genome	10325	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Simplexvirus	Macacine alphaherpesvirus 1	unclassified Macacine alphaherpesvirus 1 subspecies/strain	unclassified Macacine alphaherpesvirus 1 strain	CSF_4	13464342
MT862163.1	131245	285	0	0.110957704	0	Bovine alphaherpesvirus 2 strain C1Z FZR	10295	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Simplexvirus	Bovine alphaherpesvirus 2	unclassified Bovine alphaherpesvirus 2 subspecies/strain	unclassified Bovine alphaherpesvirus 2 strain	CSF_4	13464342
LS480640.1	155503	7225	47	0.114371784	0.0224478	Human alphaherpesvirus 2 isolate 333 genome assembly, chromosome: I	10310	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Simplexvirus	Human alphaherpesvirus 2	unclassified Human alphaherpesvirus 2 subspecies/strain	unclassified Human alphaherpesvirus 2 strain	CSF_4	13464342
MF678601.1	144144	293	0	0.028897038	0	Beluga whale alphaherpesvirus 1 strain LN3131-1	1434720	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Varicellovirus	Monodontid alphaherpesvirus 1	Beluga whale alphaherpesvirus 1	Beluga whale alphaherpesvirus 1	CSF_4	13464342
MG989243.1	134617	393	0	0.049409892	0	Caprine alphaherpesvirus 1 strain JSHA1405	39944	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Varicellovirus	Caprine alphaherpesvirus 1	unclassified Caprine alphaherpesvirus 1 subspecies/strain	unclassified Caprine alphaherpesvirus 1 strain	CSF_4	13464342
NC_009823.1	9711	112	0	0.637381	0	Hepatitis C virus genotype 2, complete genome	40271	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Hepacivirus	Hepacivirus C	Hepatitis C virus genotype 2	Hepatitis C virus genotype 2	CSF_6	16547912
AC_000007.1	35937	3520	1718	6.9034843	2.88894	Human adenovirus 2, complete genome	10515	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus C	Human adenovirus 2	Human adenovirus 2	CSF_6	16547912
NC_003663.2	224499	170	0	0.008419917	0	Cowpox virus, complete genome	10243	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Cowpox virus	unclassified Cowpox virus subspecies/strain	unclassified Cowpox virus strain	CSF_6	16547912
NC_003310.1	196858	147	0	0.00768652	0	Monkeypox virus Zaire-96-I-16, complete genome	10244	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Monkeypox virus	unclassified Monkeypox virus subspecies/strain	unclassified Monkeypox virus strain	CSF_6	16547912
AB064595.1	3729	2592	103	4.4308467	1.66917	Torque teno virus 27 DNA, complete genome, isolate: CT23F	687366	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	Alphatorquevirus	Torque teno virus 27	unclassified Torque teno virus 27 subspecies/strain	unclassified Torque teno virus 27 strain	CSF_6	16547912
AB111966.1	9060	267	30	0.496633	0.200101	Bovine viral diarrhea virus 190cp gene for poryprotein, partai cds, strain: 190cp	233888	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Pestivirus	Pestivirus A	Bovine viral diarrhea virus 190cp	Bovine viral diarrhea virus 190cp	CSF_6	16547912
AC090446.27	170275	330	16	0.04603086	0.0056784	Baboon cytomegalovirus OCOM4-37 clone bacmv, WORKING DRAFT SEQUENCE, 22 unordered pieces	153301	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Cytomegalovirus	Papiine betaherpesvirus 3	Baboon cytomegalovirus OCOM4-37	Baboon cytomegalovirus OCOM4-37	CSF_6	16547912
AF033808.1	9392	153	61	0.8730794	0.39249	Rous sarcoma virus, complete genome	11886	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Alpharetrovirus	Rous sarcoma virus	unclassified Rous sarcoma virus subspecies/strain	unclassified Rous sarcoma virus strain	CSF_6	16547912
AF033812.1	5894	477	5	0.1253482	0.0512645	Abelson murine leukemia virus, complete genome	11788	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	Abelson murine leukemia virus	unclassified Abelson murine leukemia virus subspecies/strain	unclassified Abelson murine leukemia virus strain	CSF_6	16547912
AF033814.1	3811	225	11	0.4465993	0.174426	Murine osteosarcoma virus, complete genome	11830	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	Murine osteosarcoma virus	unclassified Murine osteosarcoma virus subspecies/strain	unclassified Murine osteosarcoma virus strain	CSF_6	16547912
AF052428.1	9396	153	9	0.13876271	0.0578837	Rous sarcoma virus strain Schmidt-Ruppin B, complete genome	269447	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Alpharetrovirus	Rous sarcoma virus	Rous sarcoma virus - Schmidt-Ruppin B	Rous sarcoma virus - Schmidt-Ruppin B	CSF_6	16547912
AF316321.2	7411	323	7	23.693155	0.0570792	Enterovirus 5865/sin/000009, complete genome	150846	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Enterovirus A	Enterovirus 5865/sin/000009	Enterovirus 5865/sin/000009	CSF_6	16547912
AY037928.1	9472	9316	2663	40.418472	16.9897	Human endogenous retrovirus K113 complete genome	166122	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	unclassified Retroviridae genus	Human endogenous retrovirus K	Human endogenous retrovirus K113	Human endogenous retrovirus K113	CSF_6	16547912
AY302544.1	7433	509	167	14.808321	1.35772	Human echovirus 19 strain Burke complete genome	47507	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Enterovirus B	Echovirus E19	Echovirus E19	CSF_6	16547912
AY302551.1	7412	944	62605	1282.5992	510.423	Human echovirus 27 strain Bacon complete genome	45999	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Enterovirus B	Echovirus E27	Echovirus E27	CSF_6	16547912
AY302560.1	7411	777	1685	60.35601	13.7398	Enterovirus 69 strain Toluca-1 complete genome	171720	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Enterovirus B	Enterovirus B69	Enterovirus B69	CSF_6	16547912
FJ025904.1	37860	115	0	0.0687616	0	Simian adenovirus 31.2, complete genome	585088	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus C	Simian adenovirus 31.2	Simian adenovirus 31.2	CSF_6	16547912
FN824512.2	45480	264	1	0.15559232	0.00132873	Pigeon adenovirus 1 complete genome, strain IDA4	764030	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Aviadenovirus	Pigeon aviadenovirus A	Pigeon adenovirus 1	Pigeon adenovirus 1	CSF_6	16547912
FR751463.1	3725	215	7	0.27804196	0.113561	Torque teno virus complete genome, isolate TTV-HD14a (gbDhDi33.32)	68887	Viruses	unclassified Viruses phylum	unclassified Viruses class	unclassified Viruses order	Anelloviridae	unclassified Anelloviridae genus	Torque teno virus	unclassified Torque teno virus subspecies/strain	unclassified Torque teno virus strain	CSF_6	16547912
J02207.1	997	115	2	0.27154663	0.121225	harvey murine sarcoma virus p21 v-has protein gene	11807	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	Harvey murine sarcoma virus	unclassified Harvey murine sarcoma virus subspecies/strain	unclassified Harvey murine sarcoma virus strain	CSF_6	16547912
JF304767.1	7664	117	17	1.9484961	0.134045	Saimiri sciureus papillomavirus type 3 isolate Mac2167.2, complete genome	990306	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Dyoomikronpapillomavirus	Dyoomikronpapillomavirus 1	Saimiri sciureus papillomavirus 3	Saimiri sciureus papillomavirus 3	CSF_6	16547912
JX390654.1	7425	295	5	1.3010309	0.040694	Human enterovirus 90 isolate 01336/SD/CHN/EV90 polyprotein gene, complete cds	297248	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Enterovirus A	Enterovirus A90	Enterovirus A90	CSF_6	16547912
KC617868.1	3780	1778	133	5.4746556	2.12626	Parvovirus NIH-CQV putative 15-kDa protein, putative replication associated protein (rep), and putative capsid protein (cap) genes, complete cds	1341019	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	unclassified Parvoviridae genus	Parvovirus NIH-CQV	unclassified Parvovirus NIH-CQV subspecies/strain	unclassified Parvovirus NIH-CQV strain	CSF_6	16547912
KF703446.1	127320	351	0	0.0142171895	0	Retroperitoneal fibromatosis-associated herpesvirus isolate RFHVMnM78114, complete genome	111469	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Rhadinovirus	Macacine gammaherpesvirus 8	Retroperitoneal fibromatosis-associated herpesvirus	Retroperitoneal fibromatosis-associated herpesvirus	CSF_6	16547912
KJ541759.1	33452	181	28	0.21097831	0.0505816	Ball python nidovirus strain 07-53, complete genome	1986118	Viruses	Pisuviricota	Pisoniviricetes	Nidovirales	Tobaniviridae	Pregotovirus	Ball python nidovirus 1	unclassified Ball python nidovirus 1 subspecies/strain	unclassified Ball python nidovirus 1 strain	CSF_6	16547912
KM269482.1	7875	176	35	1.1880906	0.26858	Encephalomyocarditis virus strain ATCC VR-129B, complete genome	12104	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Cardiovirus	Cardiovirus A	Encephalomyocarditis virus	Encephalomyocarditis virus	CSF_6	16547912
KM890277.1	7424	832	944	28.233435	7.68406	Coxsackievirus A9 strain A108/YN/CHN/2009 polyprotein gene, complete cds	12067	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Enterovirus B	Coxsackievirus A9	Coxsackievirus A9	CSF_6	16547912
KM972720.1	4467	117	82	0.94556403	1.10931	Tete virus strain SaAn 3518 glycoprotein precursor, gene, complete cds	35319	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Peribunyaviridae	Orthobunyavirus	Tete orthobunyavirus	unclassified Tete orthobunyavirus subspecies/strain	unclassified Tete orthobunyavirus strain	CSF_6	16547912
KT149397.1	2985	2985	2692	137.77496	54.4989	Circovirus-like genome DCCV-4, complete genome	1788444	Viruses	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	unclassified Circoviridae genus	Circovirus-like genome DCCV-4	unclassified Circovirus-like genome DCCV-4 subspecies/strain	unclassified Circovirus-like genome DCCV-4 strain	CSF_6	16547912
KT149400.1	3021	166	8	0.39568093	0.160028	Circovirus-like genome DCCV-7, complete genome	1788447	Viruses	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	unclassified Circoviridae genus	Circovirus-like genome DCCV-7	unclassified Circovirus-like genome DCCV-7 subspecies/strain	unclassified Circovirus-like genome DCCV-7 strain	CSF_6	16547912
KT149406.1	2433	2360	1124	73.25143	27.9178	Circovirus-like genome DCCV-13, complete genome	1788441	Viruses	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	unclassified Circoviridae genus	Circovirus-like genome DCCV-13	unclassified Circovirus-like genome DCCV-13 subspecies/strain	unclassified Circovirus-like genome DCCV-13 strain	CSF_6	16547912
KT353720.1	7190	2886	748506	15182.384	6291.05	Echovirus E30 strain 1-B4-TW, complete genome	41846	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Enterovirus B	Echovirus E30	Echovirus E30	CSF_6	16547912
KU351741.1	137448	325	3	0.1448091	0.00131898	Macaca nemestrina herpesvirus 7, complete genome	1846169	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Roseolovirus	Macacine betaherpesvirus 9	Macaca nemestrina herpesvirus 7	Macaca nemestrina herpesvirus 7	CSF_6	16547912
KU727766.1	5166	443	17	0.5083732	0.198862	Parus major densovirus isolate PmDNV-JL, complete genome	1907771	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	unclassified Parvoviridae genus	Parus major densovirus	unclassified Parus major densovirus subspecies/strain	unclassified Parus major densovirus strain	CSF_6	16547912
KU936049.1	137452	2190	858	2.5339253	0.377219	Bubaline alphaherpesvirus 1 strain b6, complete genome	202910	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Varicellovirus	Bubaline alphaherpesvirus 1	unclassified Bubaline alphaherpesvirus 1 subspecies/strain	unclassified Bubaline alphaherpesvirus 1 strain	CSF_6	16547912
KY040274.1	192183	299	0	0.022730468	0	Molluscum contagiosum virus subtype 2 isolate Madrid 2016_1, complete genome	10281	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Molluscipoxvirus	Molluscum contagiosum virus	Molluscum contagiosum virus subtype 2	Molluscum contagiosum virus subtype 2	CSF_6	16547912
KY040275.1	188253	854	71	0.1916769	0.0227915	Molluscum contagiosum virus subtype 1 isolate Madrid 2016_3, complete genome	10280	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Molluscipoxvirus	Molluscum contagiosum virus	Molluscum contagiosum virus subtype 1	Molluscum contagiosum virus subtype 1	CSF_6	16547912
KY215944.1	135301	597	53	0.27563983	0.0236718	Bovine alphaherpesvirus 1 isolate 216 II, complete genome	10320	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Varicellovirus	Bovine alphaherpesvirus 1	unclassified Bovine alphaherpesvirus 1 subspecies/strain	unclassified Bovine alphaherpesvirus 1 strain	CSF_6	16547912
KY385637.1	147346	207	0	0.030408435	0	Ateline alphaherpesvirus 1 isolate Lennette, complete genome	35243	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Simplexvirus	Ateline alphaherpesvirus 1	unclassified Ateline alphaherpesvirus 1 subspecies/strain	unclassified Ateline alphaherpesvirus 1 strain	CSF_6	16547912
KY549446.1	137712	578	0	0.19636236	0	Bovine alphaherpesvirus 5 strain ISO 97/45, complete genome	35244	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Varicellovirus	Bovine alphaherpesvirus 5	unclassified Bovine alphaherpesvirus 5 subspecies/strain	unclassified Bovine alphaherpesvirus 5 strain	CSF_6	16547912
KY628971.1	155462	546	9	0.029186413	0.00349845	Macacine alphaherpesvirus 1 isolate 12930, complete genome	10325	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Simplexvirus	Macacine alphaherpesvirus 1	unclassified Macacine alphaherpesvirus 1 subspecies/strain	unclassified Macacine alphaherpesvirus 1 strain	CSF_6	16547912
LC075584.1	144636	191	0	0.0032044628	0	Equid alphaherpesvirus 4 DNA, complete genome, strain: 01-10-1	10331	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Varicellovirus	Equid alphaherpesvirus 4	unclassified Equid alphaherpesvirus 4 subspecies/strain	unclassified Equid alphaherpesvirus 4 strain	CSF_6	16547912
LT594108.1	151216	41709	370	0.41879046	0.147863	Human herpesvirus 1 isolate 1319_2005 genome assembly, complete genome: monopartite	10298	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Simplexvirus	Human alphaherpesvirus 1	unclassified Human alphaherpesvirus 1 subspecies/strain	unclassified Human alphaherpesvirus 1 strain	CSF_6	16547912
LT797627.1	138912	140	1	0.0010089218	0.000435028	Human herpesvirus 2 isolate 1 genome assembly, complete genome: monopartite	10310	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Simplexvirus	Human alphaherpesvirus 2	unclassified Human alphaherpesvirus 2 subspecies/strain	unclassified Human alphaherpesvirus 2 strain	CSF_6	16547912
M22820.1	4901	932	19	0.54304355	0.234275	Snyder-Theilen feline sarcoma virus genomic sequence, sequence	11780	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	Snyder-Theilen feline sarcoma virus	unclassified Snyder-Theilen feline sarcoma virus subspecies/strain	unclassified Snyder-Theilen feline sarcoma virus strain	CSF_6	16547912
M96687.1	12480	225	8	0.0838605	0.0387376	Bovine viral diarrhea virus strain Osloss polyprotein gene, complete cds	229907	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Pestivirus	Pestivirus A	Bovine viral diarrhea virus 1-Osloss	Bovine viral diarrhea virus 1-Osloss	CSF_6	16547912
MF327535.1	7676	105	0	0.13792187	0	Ailuropoda melanoleuca papillomavirus 1 strain gpam001, complete genome	2016454	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Omegapapillomavirus	Omegapapillomavirus 1	Ailuropoda melanoleuca papillomavirus 1	Ailuropoda melanoleuca papillomavirus 1	CSF_6	16547912
MF898328.1	125095	38775	415	1.0150546	0.200477	Human alphaherpesvirus 3 strain Baike, complete genome	10335	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Varicellovirus	Human alphaherpesvirus 3	unclassified Human alphaherpesvirus 3 subspecies/strain	unclassified Human alphaherpesvirus 3 strain	CSF_6	16547912
MG182694.1	7409	546	308	19.16738	2.51216	Coxsackievirus A16 (strain CVA16-GZ), complete genome	2152662	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Enterovirus A	Coxsackievirus A16 (strain CVA16-GZ)	Coxsackievirus A16 (strain CVA16-GZ)	CSF_6	16547912
MH036942.1	138199	903	0	0.06612145	0	Cervid alphaherpesvirus 1 strain Anlier, complete genome	79891	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Varicellovirus	Cervid alphaherpesvirus 1	unclassified Cervid alphaherpesvirus 1 subspecies/strain	unclassified Cervid alphaherpesvirus 1 strain	CSF_6	16547912
MH036943.1	142633	1077	0	0.05657517	0	Cervid alphaherpesvirus 2 strain Norway, complete genome	365327	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Varicellovirus	Cervid alphaherpesvirus 2	unclassified Cervid alphaherpesvirus 2 subspecies/strain	unclassified Cervid alphaherpesvirus 2 strain	CSF_6	16547912
MH698402.1	162076	34236	1251	1.1413176	0.46644	Human betaherpesvirus 6B strain GTEX-OXRO_icihv6b, complete genome	32604	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Roseolovirus	Human betaherpesvirus 6B	unclassified Human betaherpesvirus 6B subspecies/strain	unclassified Human betaherpesvirus 6B strain	CSF_6	16547912
MN181513.1	7310	1920	550915	11351.277	4554.32	Enterovirus B strain 2010_ES_NGR_I011, complete genome	138949	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Enterovirus B	unclassified Enterovirus B subspecies/strain	unclassified Enterovirus B strain	CSF_6	16547912
MN205539.1	137429	127	0	0.0038097596	0	UNVERIFIED: Human gammaherpesvirus 8 strain BCBL-1, complete genome	37296	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Rhadinovirus	Human gammaherpesvirus 8	unclassified Human gammaherpesvirus 8 subspecies/strain	unclassified Human gammaherpesvirus 8 strain	CSF_6	16547912
MN244297.1	221153	268	0	0.011416134	0	Akhmeta virus strain A39, complete genome	2200830	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Akhmeta virus	unclassified Akhmeta virus subspecies/strain	unclassified Akhmeta virus strain	CSF_6	16547912
NC_001664.4	159378	3178	670	0.59105814	0.254041	Human betaherpesvirus 6A, variant A DNA, complete virion genome, isolate U1102	32603	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Roseolovirus	Human betaherpesvirus 6A	unclassified Human betaherpesvirus 6A subspecies/strain	unclassified Human betaherpesvirus 6A strain	CSF_6	16547912
NC_001716.2	153080	1369	29	0.03211927	0.0114482	Human herpesvirus 7, complete genome	10372	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Roseolovirus	Human betaherpesvirus 7	unclassified Human betaherpesvirus 7 subspecies/strain	unclassified Human betaherpesvirus 7 strain	CSF_6	16547912
NC_002665.1	108873	307	4	0.005399042	0.00222022	Bovine herpesvirus 4 long unique region, complete sequence	10385	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Rhadinovirus	Bovine gammaherpesvirus 4	unclassified Bovine gammaherpesvirus 4 subspecies/strain	unclassified Bovine gammaherpesvirus 4 strain	CSF_6	16547912
NC_006151.1	143461	329	0	0.018861078	0	Suid herpesvirus 1, complete genome	10345	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Varicellovirus	Suid alphaherpesvirus 1	unclassified Suid alphaherpesvirus 1 subspecies/strain	unclassified Suid alphaherpesvirus 1 strain	CSF_6	16547912
NC_006560.1	150715	630	6	0.15107097	0.00240576	Cercopithecine herpesvirus 2, complete genome	10317	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Simplexvirus	Cercopithecine alphaherpesvirus 2	unclassified Cercopithecine alphaherpesvirus 2 subspecies/strain	unclassified Cercopithecine alphaherpesvirus 2 strain	CSF_6	16547912
NC_007653.1	156487	1228	9	0.06635026	0.00347553	Papiine herpesvirus 2, complete genome	340907	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Simplexvirus	Papiine alphaherpesvirus 2	unclassified Papiine alphaherpesvirus 2 subspecies/strain	unclassified Papiine alphaherpesvirus 2 strain	CSF_6	16547912
NC_009334.1	172764	150	1	0.0008689909	0.000349787	Human herpesvirus 4, complete genome	12509	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Lymphocryptovirus	Human gammaherpesvirus 4	Human herpesvirus 4 type 2	Human herpesvirus 4 type 2	CSF_6	16547912
NC_012783.2	226205	186	1	0.033571474	0.00026715	Cercopithecine herpesvirus 5 strain 2715, complete genome	50292	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Cytomegalovirus	Cercopithecine betaherpesvirus 5	unclassified Cercopithecine betaherpesvirus 5 subspecies/strain	unclassified Cercopithecine betaherpesvirus 5 strain	CSF_6	16547912
